
Experiment #1 begin 
- freq    = 5.00 Hz
- rho_int = 700.00 kg/m3
- rho_bed = 700.00 kg/m3

t(s)	cont	z_int	E_pot
5.00	44	0.14	0.803
5.10	192	0.11	0.657
5.20	33	0.16	0.849
5.30	138	0.10	0.705
5.40	37	0.15	0.811
5.50	201	0.11	0.664
5.60	44	0.16	0.852
5.70	135	0.09	0.713
5.80	36	0.14	0.813
5.90	177	0.10	0.679
6.00	44	0.13	0.842
6.10	151	0.09	0.695
6.20	28	0.14	0.827
6.30	174	0.10	0.674
6.40	25	0.14	0.852
6.50	141	0.09	0.706
6.60	51	0.12	0.817
6.70	214	0.10	0.664
6.80	29	0.17	0.847
6.90	147	0.10	0.704
7.00	59	0.14	0.812
7.10	203	0.10	0.668
7.20	45	0.15	0.850
7.30	166	0.10	0.705
7.40	49	0.12	0.820
7.50	178	0.10	0.669
7.60	45	0.12	0.856
7.70	142	0.10	0.722
7.80	47	0.11	0.815
7.90	206	0.10	0.673
8.00	47	0.12	0.852
8.10	142	0.10	0.714
8.20	46	0.11	0.801
8.30	219	0.10	0.662
8.40	24	0.12	0.842
8.50	146	0.10	0.702
8.60	28	0.13	0.804
8.70	226	0.10	0.652
8.80	30	0.13	0.844
8.90	142	0.10	0.699
9.00	30	0.14	0.804
9.10	224	0.10	0.654
9.20	40	0.11	0.849
9.30	150	0.09	0.708
9.40	66	0.10	0.806
9.50	215	0.10	0.663
9.60	56	0.10	0.852
9.70	126	0.09	0.723
9.80	71	0.10	0.795
9.90	222	0.09	0.654
10.00	43	0.10	0.858
10.10	127	0.09	0.723
10.20	55	0.10	0.799
10.30	233	0.09	0.656
10.40	36	0.10	0.831
10.50	165	0.09	0.679
10.60	83	0.11	0.807
10.70	205	0.10	0.664
10.80	50	0.11	0.822
10.90	186	0.10	0.688
11.00	90	0.11	0.795
11.10	225	0.11	0.658
11.20	88	0.10	0.831
11.30	162	0.10	0.704
11.40	107	0.11	0.790
11.50	240	0.11	0.660
11.60	83	0.10	0.831
11.70	168	0.10	0.702
11.80	109	0.10	0.785
11.90	263	0.11	0.652
12.00	66	0.10	0.836
12.10	171	0.10	0.707
12.20	122	0.11	0.778
12.30	269	0.11	0.646
12.40	60	0.10	0.840
12.50	166	0.10	0.706
12.60	111	0.11	0.787
12.70	238	0.11	0.654
12.80	80	0.10	0.836
12.90	171	0.10	0.708
13.00	120	0.11	0.779
13.10	259	0.11	0.644
13.20	64	0.10	0.844
13.30	159	0.10	0.717
13.40	128	0.11	0.771
13.50	272	0.11	0.641
13.60	57	0.10	0.842
13.70	159	0.10	0.714
13.80	122	0.11	0.773
13.90	277	0.11	0.639
14.00	49	0.10	0.842
14.10	163	0.10	0.706
14.20	100	0.11	0.782
14.30	269	0.11	0.643
14.40	51	0.10	0.842
14.50	168	0.10	0.707
14.60	96	0.11	0.784
14.70	256	0.11	0.646
14.80	52	0.10	0.835
14.90	158	0.11	0.696
15.00	92	0.11	0.787
15.10	225	0.11	0.653
15.20	51	0.10	0.826
15.30	177	0.10	0.686
15.40	81	0.11	0.799
15.50	218	0.11	0.661
15.60	86	0.11	0.820
15.70	180	0.10	0.682
15.80	90	0.11	0.804
15.90	200	0.11	0.671
16.00	81	0.11	0.816
16.10	181	0.11	0.684
16.20	96	0.11	0.802
16.30	208	0.11	0.670
16.40	92	0.11	0.816
16.50	167	0.11	0.682
16.60	87	0.11	0.807
16.70	195	0.11	0.668
16.80	68	0.10	0.820
16.90	180	0.10	0.682
17.00	73	0.11	0.806
17.10	213	0.10	0.670
17.20	64	0.10	0.828
17.30	163	0.10	0.704
17.40	87	0.11	0.797
17.50	207	0.11	0.665
17.60	72	0.10	0.834
17.70	160	0.10	0.708
17.80	101	0.11	0.784
17.90	257	0.11	0.651
18.00	63	0.10	0.841
18.10	158	0.10	0.708
18.20	297	0.11	0.647
18.30	310	0.11	0.646
18.40	318	0.11	0.645
18.50	320	0.11	0.645
18.60	314	0.11	0.644
18.70	316	0.11	0.644
18.80	326	0.11	0.644
18.90	323	0.11	0.644

Experiment #21 begin 
- freq    = 5.00 Hz
- rho_int = 1100.00 kg/m3
- rho_bed = 900.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	283	0.11	0.637
1.20	3	0.11	0.917
1.30	102	0.09	0.768
1.40	48	0.10	0.804
1.50	256	0.10	0.650
1.60	25	0.11	0.895
1.70	106	0.09	0.752
1.80	34	0.10	0.803
1.90	215	0.10	0.656
2.00	41	0.10	0.869
2.10	144	0.10	0.736
2.20	74	0.10	0.807
2.30	247	0.10	0.663
2.40	38	0.11	0.862
2.50	131	0.10	0.713
2.60	60	0.12	0.814
2.70	220	0.10	0.672
2.80	43	0.13	0.844
2.90	158	0.10	0.697
3.00	84	0.12	0.806
3.10	216	0.11	0.664
3.20	46	0.13	0.843
3.30	183	0.10	0.698
3.40	81	0.11	0.822
3.50	187	0.10	0.682
3.60	36	0.11	0.829
3.70	174	0.11	0.670
3.80	55	0.11	0.850
3.90	152	0.09	0.709
4.00	62	0.11	0.820
4.10	195	0.10	0.676
4.20	56	0.10	0.844
4.30	161	0.10	0.693
4.40	55	0.10	0.822
4.50	199	0.10	0.678
4.60	65	0.11	0.840
4.70	176	0.10	0.707
4.80	55	0.12	0.811
4.90	207	0.11	0.673
5.00	50	0.12	0.835
5.10	174	0.10	0.694
5.20	53	0.13	0.838
5.30	174	0.10	0.686
5.40	43	0.13	0.827
5.50	187	0.11	0.671
5.60	49	0.14	0.867
5.70	130	0.10	0.720
5.80	44	0.14	0.802
5.90	221	0.10	0.659
6.00	40	0.16	0.869
6.10	122	0.09	0.720
6.20	45	0.16	0.793
6.30	248	0.11	0.642
6.40	17	0.17	0.889
6.50	94	0.10	0.744
6.60	67	0.16	0.782
6.70	259	0.12	0.635
6.80	37	0.15	0.877
6.90	113	0.09	0.738
7.00	39	0.13	0.778
7.10	261	0.11	0.643
7.20	53	0.16	0.851
7.30	149	0.10	0.699
7.40	46	0.14	0.835
7.50	180	0.10	0.689
7.60	31	0.14	0.834
7.70	180	0.10	0.683
7.80	31	0.15	0.848
7.90	133	0.10	0.713
8.00	39	0.14	0.834
8.10	156	0.10	0.682
8.20	42	0.15	0.849
8.30	135	0.10	0.703
8.40	19	0.14	0.835
8.50	165	0.10	0.682
8.60	21	0.15	0.847
8.70	146	0.10	0.685
8.80	42	0.12	0.851
8.90	164	0.10	0.702
9.00	32	0.11	0.842
9.10	153	0.10	0.687
9.20	30	0.12	0.881
9.30	86	0.10	0.742
9.40	45	0.14	0.831
9.50	170	0.11	0.678
9.60	19	0.15	0.877
9.70	89	0.10	0.733
9.80	34	0.15	0.814
9.90	201	0.12	0.659
10.00	44	0.20	0.869
10.10	121	0.12	0.715
10.20	44	0.16	0.828
10.30	176	0.12	0.663
10.40	23	0.17	0.877
10.50	72	0.11	0.736
10.60	45	0.15	0.816
10.70	181	0.11	0.664
10.80	55	0.15	0.862
10.90	143	0.10	0.718
11.00	20	0.17	0.822
11.10	204	0.11	0.657
11.20	41	0.19	0.868
11.30	144	0.11	0.720
11.40	15	0.15	0.830
11.50	159	0.11	0.676
11.60	42	0.16	0.852
11.70	144	0.11	0.699
11.80	31	0.14	0.833
11.90	168	0.11	0.678
12.00	24	0.14	0.840
12.10	149	0.10	0.690
12.20	41	0.13	0.826
12.30	189	0.10	0.669
12.40	31	0.17	0.851
12.50	140	0.11	0.686
12.60	24	0.17	0.857
12.70	125	0.10	0.701
12.80	21	0.15	0.849
12.90	116	0.11	0.693
13.00	22	0.15	0.859
13.10	129	0.10	0.710
13.20	34	0.14	0.823
13.30	168	0.11	0.667
13.40	36	0.15	0.847
13.50	153	0.11	0.691
13.60	63	0.16	0.840
13.70	148	0.11	0.684
13.80	46	0.17	0.838
13.90	155	0.12	0.672
14.00	22	0.17	0.863
14.10	113	0.11	0.716
14.20	29	0.17	0.823
14.30	184	0.12	0.656
14.40	21	0.20	0.877
14.50	92	0.11	0.725
14.60	43	0.17	0.825
14.70	199	0.11	0.664
14.80	34	0.17	0.885
14.90	87	0.11	0.738
15.00	26	0.15	0.798
15.10	218	0.12	0.644
15.20	20	0.19	0.875
15.30	110	0.13	0.722
15.40	43	0.17	0.832
15.50	159	0.14	0.674
15.60	44	0.22	0.856
15.70	123	0.16	0.722
15.80	49	0.22	0.822
15.90	194	0.19	0.678
16.00	26	0.26	0.888
16.10	108	0.17	0.749
16.20	36	0.24	0.793
16.30	227	0.20	0.636
16.40	50	0.26	0.864
16.50	140	0.17	0.712
16.60	48	0.22	0.787
16.70	227	0.18	0.642
16.80	36	0.25	0.834
16.90	163	0.18	0.679
17.00	54	0.26	0.822
17.10	172	0.18	0.677
17.20	74	0.26	0.812
17.30	193	0.18	0.669
17.40	76	0.25	0.826
17.50	163	0.17	0.685
17.60	69	0.25	0.801
17.70	222	0.18	0.654
17.80	41	0.28	0.842
17.90	154	0.19	0.688
18.00	60	0.29	0.808
18.10	220	0.23	0.665
18.20	272	0.25	0.661
18.30	275	0.25	0.660
18.40	286	0.24	0.656
18.50	306	0.25	0.653
18.60	313	0.25	0.652
18.70	317	0.25	0.652
18.80	318	0.25	0.652
18.90	315	0.25	0.652

Experiment #22 begin 
- freq    = 5.00 Hz
- rho_int = 1200.00 kg/m3
- rho_bed = 900.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	282	0.11	0.637
1.20	24	0.13	0.871
1.30	147	0.10	0.706
1.40	39	0.11	0.814
1.50	223	0.09	0.661
1.60	32	0.11	0.861
1.70	147	0.10	0.720
1.80	40	0.12	0.820
1.90	210	0.10	0.671
2.00	41	0.13	0.865
2.10	135	0.10	0.707
2.20	48	0.10	0.834
2.30	173	0.09	0.696
2.40	24	0.10	0.839
2.50	170	0.10	0.689
2.60	36	0.11	0.841
2.70	153	0.10	0.693
2.80	42	0.12	0.836
2.90	186	0.10	0.676
3.00	52	0.12	0.856
3.10	148	0.10	0.705
3.20	31	0.11	0.823
3.30	189	0.10	0.667
3.40	23	0.12	0.850
3.50	155	0.10	0.707
3.60	33	0.14	0.824
3.70	178	0.10	0.675
3.80	42	0.15	0.855
3.90	140	0.11	0.704
4.00	35	0.13	0.840
4.10	170	0.11	0.677
4.20	62	0.15	0.859
4.30	138	0.10	0.712
4.40	29	0.15	0.830
4.50	183	0.10	0.671
4.60	35	0.15	0.876
4.70	105	0.10	0.723
4.80	30	0.12	0.826
4.90	192	0.09	0.670
5.00	36	0.13	0.870
5.10	132	0.09	0.724
5.20	46	0.13	0.823
5.30	206	0.10	0.675
5.40	35	0.14	0.885
5.50	121	0.09	0.739
5.60	36	0.12	0.820
5.70	187	0.10	0.677
5.80	43	0.12	0.845
5.90	176	0.09	0.701
6.00	45	0.16	0.813
6.10	203	0.11	0.663
6.20	32	0.17	0.848
6.30	140	0.10	0.695
6.40	36	0.16	0.831
6.50	192	0.10	0.671
6.60	31	0.15	0.851
6.70	138	0.10	0.689
6.80	10	0.14	0.834
6.90	164	0.11	0.669
7.00	47	0.12	0.853
7.10	138	0.10	0.702
7.20	43	0.11	0.843
7.30	140	0.10	0.699
7.40	38	0.11	0.844
7.50	147	0.10	0.700
7.60	36	0.11	0.840
7.70	166	0.10	0.686
7.80	41	0.15	0.851
7.90	155	0.10	0.696
8.00	31	0.14	0.843
8.10	152	0.09	0.685
8.20	39	0.15	0.840
8.30	161	0.10	0.694
8.40	33	0.15	0.828
8.50	166	0.11	0.681
8.60	47	0.15	0.847
8.70	153	0.11	0.701
8.80	36	0.15	0.831
8.90	148	0.10	0.686
9.00	62	0.16	0.846
9.10	147	0.10	0.701
9.20	28	0.17	0.829
9.30	169	0.12	0.679
9.40	41	0.16	0.845
9.50	159	0.10	0.696
9.60	49	0.16	0.859
9.70	159	0.10	0.699
9.80	50	0.13	0.825
9.90	185	0.10	0.677
10.00	48	0.13	0.837
10.10	159	0.10	0.688
10.20	60	0.12	0.846
10.30	147	0.10	0.703
10.40	52	0.11	0.843
10.50	158	0.10	0.707
10.60	37	0.13	0.841
10.70	160	0.11	0.693
10.80	25	0.13	0.868
10.90	137	0.11	0.719
11.00	38	0.16	0.824
11.10	192	0.11	0.673
11.20	9	0.14	0.874
11.30	119	0.10	0.726
11.40	68	0.17	0.801
11.50	253	0.12	0.647
11.60	21	0.18	0.898
11.70	102	0.10	0.757
11.80	36	0.13	0.791
11.90	246	0.11	0.644
12.00	37	0.16	0.871
12.10	113	0.11	0.716
12.20	46	0.13	0.818
12.30	203	0.10	0.665
12.40	50	0.15	0.856
12.50	144	0.11	0.707
12.60	38	0.13	0.816
12.70	199	0.11	0.664
12.80	19	0.15	0.863
12.90	138	0.11	0.718
13.00	43	0.14	0.817
13.10	180	0.11	0.669
13.20	25	0.16	0.867
13.30	138	0.11	0.717
13.40	30	0.12	0.832
13.50	192	0.11	0.678
13.60	36	0.13	0.859
13.70	156	0.10	0.701
13.80	40	0.14	0.830
13.90	182	0.10	0.676
14.00	36	0.13	0.856
14.10	144	0.10	0.712
14.20	58	0.13	0.831
14.30	170	0.10	0.690
14.40	29	0.17	0.862
14.50	143	0.10	0.710
14.60	41	0.18	0.821
14.70	192	0.12	0.663
14.80	43	0.19	0.848
14.90	165	0.12	0.694
15.00	26	0.20	0.838
15.10	177	0.17	0.684
15.20	35	0.23	0.856
15.30	148	0.18	0.704
15.40	57	0.23	0.826
15.50	189	0.18	0.674
15.60	49	0.26	0.838
15.70	167	0.18	0.669
15.80	25	0.26	0.856
15.90	131	0.17	0.702
16.00	49	0.25	0.812
16.10	204	0.19	0.654
16.20	49	0.25	0.872
16.30	121	0.16	0.734
16.40	50	0.23	0.801
16.50	223	0.20	0.656
16.60	16	0.27	0.870
16.70	127	0.17	0.719
16.80	58	0.26	0.808
16.90	210	0.20	0.664
17.00	29	0.29	0.867
17.10	133	0.20	0.724
17.20	40	0.29	0.783
17.30	243	0.25	0.643
17.40	38	0.32	0.868
17.50	123	0.23	0.721
17.60	32	0.27	0.796
17.70	216	0.22	0.654
17.80	39	0.32	0.853
17.90	139	0.24	0.700
18.00	25	0.30	0.832
18.10	162	0.25	0.701
18.20	244	0.28	0.667
18.30	270	0.29	0.666
18.40	280	0.29	0.665
18.50	291	0.29	0.664
18.60	293	0.29	0.664
18.70	297	0.29	0.664
18.80	298	0.29	0.664
18.90	298	0.29	0.663

Experiment #23 begin 
- freq    = 5.00 Hz
- rho_int = 1300.00 kg/m3
- rho_bed = 900.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	262	0.11	0.642
1.20	24	0.16	0.876
1.30	159	0.10	0.704
1.40	37	0.16	0.871
1.50	151	0.10	0.717
1.60	38	0.11	0.858
1.70	135	0.10	0.710
1.80	29	0.13	0.840
1.90	147	0.11	0.693
2.00	29	0.12	0.861
2.10	134	0.10	0.721
2.20	18	0.11	0.842
2.30	150	0.11	0.690
2.40	24	0.12	0.857
2.50	146	0.10	0.716
2.60	25	0.15	0.827
2.70	204	0.12	0.664
2.80	48	0.17	0.892
2.90	117	0.10	0.738
3.00	18	0.14	0.838
3.10	188	0.11	0.670
3.20	37	0.15	0.861
3.30	150	0.11	0.707
3.40	16	0.15	0.848
3.50	163	0.11	0.690
3.60	52	0.18	0.857
3.70	170	0.11	0.691
3.80	49	0.17	0.860
3.90	148	0.10	0.710
4.00	22	0.15	0.832
4.10	159	0.11	0.679
4.20	39	0.16	0.859
4.30	136	0.11	0.718
4.40	46	0.16	0.827
4.50	209	0.11	0.669
4.60	66	0.18	0.881
4.70	150	0.10	0.729
4.80	61	0.16	0.818
4.90	194	0.11	0.679
5.00	44	0.15	0.856
5.10	155	0.10	0.699
5.20	47	0.17	0.839
5.30	178	0.10	0.683
5.40	25	0.16	0.858
5.50	136	0.10	0.716
5.60	38	0.17	0.822
5.70	199	0.11	0.666
5.80	18	0.17	0.869
5.90	113	0.11	0.718
6.00	12	0.15	0.837
6.10	161	0.11	0.674
6.20	36	0.17	0.845
6.30	148	0.11	0.687
6.40	54	0.16	0.838
6.50	177	0.10	0.680
6.60	27	0.15	0.847
6.70	153	0.10	0.701
6.80	37	0.15	0.819
6.90	180	0.11	0.672
7.00	33	0.15	0.844
7.10	161	0.09	0.699
7.20	65	0.16	0.829
7.30	186	0.10	0.685
7.40	53	0.15	0.847
7.50	164	0.10	0.700
7.60	53	0.12	0.853
7.70	142	0.10	0.708
7.80	45	0.12	0.836
7.90	169	0.10	0.703
8.00	51	0.12	0.836
8.10	166	0.09	0.695
8.20	38	0.15	0.861
8.30	149	0.09	0.711
8.40	43	0.17	0.837
8.50	177	0.11	0.686
8.60	43	0.15	0.857
8.70	164	0.10	0.708
8.80	34	0.14	0.850
8.90	163	0.10	0.704
9.00	30	0.12	0.857
9.10	143	0.10	0.714
9.20	55	0.14	0.839
9.30	180	0.10	0.693
9.40	33	0.13	0.851
9.50	146	0.10	0.703
9.60	47	0.11	0.861
9.70	151	0.10	0.721
9.80	40	0.13	0.828
9.90	179	0.10	0.680
10.00	38	0.15	0.871
10.10	149	0.10	0.717
10.20	47	0.14	0.835
10.30	179	0.10	0.687
10.40	35	0.14	0.881
10.50	124	0.10	0.737
10.60	69	0.13	0.829
10.70	202	0.10	0.679
10.80	22	0.15	0.882
10.90	125	0.10	0.744
11.00	43	0.13	0.826
11.10	217	0.11	0.670
11.20	35	0.12	0.885
11.30	118	0.09	0.744
11.40	26	0.13	0.810
11.50	202	0.11	0.671
11.60	33	0.16	0.861
11.70	157	0.10	0.721
11.80	59	0.16	0.822
11.90	197	0.11	0.674
12.00	38	0.18	0.855
12.10	160	0.11	0.696
12.20	25	0.17	0.847
12.30	143	0.11	0.706
12.40	53	0.17	0.845
12.50	148	0.11	0.718
12.60	41	0.17	0.827
12.70	194	0.12	0.678
12.80	46	0.18	0.882
12.90	135	0.10	0.728
13.00	66	0.16	0.805
13.10	244	0.11	0.659
13.20	53	0.15	0.873
13.30	156	0.09	0.718
13.40	53	0.11	0.822
13.50	206	0.10	0.667
13.60	23	0.11	0.865
13.70	125	0.10	0.724
13.80	25	0.10	0.833
13.90	166	0.10	0.701
14.00	40	0.10	0.843
14.10	161	0.10	0.703
14.20	41	0.10	0.833
14.30	191	0.11	0.674
14.40	43	0.12	0.845
14.50	171	0.10	0.703
14.60	31	0.11	0.837
14.70	182	0.10	0.691
14.80	32	0.11	0.844
14.90	159	0.10	0.703
15.00	49	0.11	0.833
15.10	165	0.10	0.678
15.20	33	0.14	0.857
15.30	156	0.10	0.707
15.40	65	0.17	0.839
15.50	184	0.11	0.672
15.60	48	0.17	0.870
15.70	125	0.10	0.708
15.80	53	0.18	0.824
15.90	216	0.11	0.659
16.00	42	0.19	0.878
16.10	137	0.11	0.715
16.20	49	0.20	0.856
16.30	155	0.12	0.685
16.40	38	0.20	0.872
16.50	117	0.14	0.719
16.60	28	0.23	0.842
16.70	160	0.18	0.670
16.80	49	0.26	0.886
16.90	100	0.16	0.742
17.00	40	0.23	0.804
17.10	232	0.19	0.645
17.20	35	0.25	0.881
17.30	117	0.16	0.719
17.40	30	0.24	0.805
17.50	220	0.21	0.651
17.60	43	0.28	0.870
17.70	129	0.17	0.715
17.80	26	0.24	0.812
17.90	213	0.19	0.647
18.00	25	0.27	0.876
18.10	129	0.19	0.735
18.20	271	0.22	0.677
18.30	292	0.22	0.673
18.40	296	0.22	0.671
18.50	294	0.22	0.670
18.60	311	0.22	0.668
18.70	317	0.22	0.666
18.80	316	0.22	0.665
18.90	323	0.22	0.665

Experiment #24 begin 
- freq    = 5.00 Hz
- rho_int = 1400.00 kg/m3
- rho_bed = 900.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	286	0.11	0.639
1.20	26	0.14	0.917
1.30	105	0.10	0.748
1.40	35	0.12	0.829
1.50	202	0.11	0.663
1.60	38	0.16	0.911
1.70	111	0.10	0.745
1.80	17	0.14	0.835
1.90	196	0.11	0.666
2.00	39	0.13	0.881
2.10	127	0.10	0.709
2.20	48	0.13	0.847
2.30	175	0.11	0.694
2.40	32	0.13	0.850
2.50	147	0.11	0.692
2.60	23	0.15	0.854
2.70	147	0.11	0.706
2.80	39	0.16	0.886
2.90	135	0.10	0.722
3.00	44	0.14	0.832
3.10	208	0.11	0.670
3.20	30	0.13	0.890
3.30	117	0.10	0.747
3.40	26	0.13	0.825
3.50	202	0.10	0.673
3.60	33	0.13	0.897
3.70	107	0.10	0.753
3.80	38	0.11	0.812
3.90	228	0.09	0.674
4.00	32	0.13	0.878
4.10	140	0.10	0.730
4.20	50	0.13	0.838
4.30	203	0.11	0.667
4.40	21	0.15	0.901
4.50	100	0.09	0.768
4.60	40	0.15	0.816
4.70	247	0.10	0.665
4.80	42	0.14	0.886
4.90	156	0.10	0.719
5.00	54	0.15	0.840
5.10	205	0.11	0.683
5.20	29	0.12	0.867
5.30	140	0.10	0.725
5.40	43	0.15	0.827
5.50	222	0.11	0.662
5.60	40	0.18	0.898
5.70	105	0.10	0.746
5.80	34	0.17	0.818
5.90	248	0.12	0.653
6.00	23	0.18	0.923
6.10	89	0.09	0.781
6.20	31	0.11	0.806
6.30	247	0.11	0.664
6.40	14	0.11	0.904
6.50	132	0.09	0.760
6.60	41	0.14	0.813
6.70	252	0.11	0.665
6.80	27	0.13	0.896
6.90	130	0.09	0.753
7.00	36	0.13	0.830
7.10	227	0.10	0.672
7.20	31	0.12	0.897
7.30	125	0.09	0.758
7.40	26	0.13	0.824
7.50	218	0.11	0.670
7.60	39	0.11	0.917
7.70	108	0.09	0.769
7.80	44	0.11	0.818
7.90	229	0.11	0.670
8.00	32	0.12	0.878
8.10	163	0.09	0.715
8.20	69	0.13	0.823
8.30	217	0.10	0.680
8.40	35	0.13	0.871
8.50	154	0.10	0.718
8.60	64	0.14	0.829
8.70	200	0.11	0.687
8.80	50	0.13	0.842
8.90	172	0.10	0.698
9.00	38	0.12	0.840
9.10	171	0.10	0.700
9.20	36	0.12	0.860
9.30	164	0.10	0.715
9.40	44	0.11	0.857
9.50	152	0.09	0.714
9.60	48	0.12	0.838
9.70	203	0.10	0.685
9.80	34	0.10	0.878
9.90	141	0.10	0.729
10.00	22	0.10	0.839
10.10	193	0.10	0.685
10.20	19	0.12	0.885
10.30	113	0.10	0.738
10.40	52	0.12	0.858
10.50	165	0.10	0.703
10.60	48	0.13	0.866
10.70	134	0.10	0.721
10.80	57	0.13	0.830
10.90	224	0.11	0.666
11.00	29	0.12	0.875
11.10	137	0.09	0.736
11.20	40	0.15	0.841
11.30	179	0.10	0.692
11.40	40	0.16	0.879
11.50	143	0.10	0.724
11.60	34	0.18	0.850
11.70	181	0.11	0.685
11.80	33	0.15	0.898
11.90	116	0.09	0.743
12.00	37	0.14	0.815
12.10	262	0.11	0.646
12.20	17	0.16	0.895
12.30	106	0.10	0.756
12.40	36	0.14	0.815
12.50	203	0.11	0.677
12.60	30	0.15	0.880
12.70	123	0.10	0.738
12.80	43	0.13	0.817
12.90	211	0.10	0.662
13.00	37	0.16	0.885
13.10	125	0.10	0.723
13.20	56	0.17	0.845
13.30	178	0.10	0.691
13.40	50	0.13	0.859
13.50	158	0.09	0.710
13.60	55	0.10	0.840
13.70	203	0.09	0.694
13.80	46	0.10	0.860
13.90	172	0.09	0.710
14.00	73	0.11	0.849
14.10	169	0.10	0.703
14.20	53	0.11	0.849
14.30	164	0.10	0.706
14.40	36	0.13	0.865
14.50	148	0.10	0.715
14.60	34	0.12	0.855
14.70	143	0.10	0.719
14.80	50	0.14	0.856
14.90	151	0.10	0.713
15.00	40	0.14	0.846
15.10	169	0.11	0.697
15.20	51	0.19	0.852
15.30	173	0.11	0.684
15.40	43	0.19	0.867
15.50	134	0.12	0.697
15.60	20	0.19	0.879
15.70	121	0.11	0.718
15.80	36	0.17	0.858
15.90	134	0.12	0.687
16.00	32	0.18	0.874
16.10	96	0.11	0.726
16.20	46	0.16	0.854
16.30	153	0.11	0.707
16.40	16	0.15	0.851
16.50	147	0.11	0.689
16.60	64	0.15	0.854
16.70	165	0.11	0.694
16.80	32	0.17	0.873
16.90	137	0.11	0.721
17.00	36	0.16	0.842
17.10	185	0.11	0.672
17.20	14	0.18	0.924
17.30	92	0.10	0.784
17.40	53	0.15	0.817
17.50	255	0.12	0.651
17.60	45	0.15	0.915
17.70	95	0.10	0.759
17.80	33	0.17	0.828
17.90	215	0.12	0.676
18.00	41	0.16	0.883
18.10	135	0.10	0.751
18.20	231	0.11	0.695
18.30	263	0.12	0.690
18.40	270	0.12	0.690
18.50	270	0.12	0.689
18.60	273	0.12	0.688
18.70	280	0.12	0.687
18.80	272	0.12	0.686
18.90	283	0.12	0.686

Experiment #25 begin 
- freq    = 5.00 Hz
- rho_int = 700.00 kg/m3
- rho_bed = 1000.00 kg/m3

t(s)	cont	z_int	E_pot
1.10	302	0.11	0.663
1.20	46	0.15	0.931
1.30	162	0.10	0.763
1.40	43	0.13	0.865
1.50	222	0.10	0.702
1.60	47	0.14	0.918
1.70	146	0.10	0.769
1.80	36	0.15	0.877
1.90	199	0.11	0.714
2.00	42	0.16	0.949
2.10	97	0.11	0.802
2.20	47	0.15	0.837
2.30	241	0.12	0.685
2.40	39	0.15	0.930
2.50	129	0.10	0.782
2.60	57	0.15	0.837
2.70	249	0.11	0.679
2.80	27	0.18	0.947
2.90	125	0.10	0.784
3.00	22	0.15	0.849
3.10	232	0.12	0.680
3.20	26	0.19	0.940
3.30	123	0.12	0.784
3.40	55	0.14	0.850
3.50	226	0.11	0.692
3.60	36	0.15	0.925
3.70	121	0.10	0.766
3.80	46	0.14	0.855
3.90	239	0.11	0.681
4.00	34	0.17	0.949
4.10	119	0.10	0.793
4.20	31	0.14	0.844
4.30	245	0.12	0.677
4.40	9	0.18	0.928
4.50	113	0.11	0.773
4.60	34	0.14	0.853
4.70	224	0.11	0.688
4.80	42	0.17	0.929
4.90	114	0.11	0.758
5.00	30	0.13	0.878
5.10	197	0.10	0.710
5.20	22	0.17	0.900
5.30	168	0.11	0.730
5.40	44	0.16	0.906
5.50	133	0.11	0.736
5.60	29	0.16	0.919
5.70	105	0.10	0.784
5.80	14	0.16	0.863
5.90	210	0.11	0.695
6.00	41	0.15	0.917
6.10	143	0.09	0.765
6.20	34	0.14	0.873
6.30	208	0.11	0.691
6.40	58	0.17	0.971
6.50	107	0.10	0.815
6.60	66	0.14	0.857
6.70	264	0.11	0.687
6.80	25	0.17	0.950
6.90	137	0.11	0.800
7.00	75	0.14	0.843
7.10	276	0.11	0.681
7.20	32	0.13	0.952
7.30	120	0.09	0.795
7.40	46	0.12	0.854
7.50	230	0.10	0.701
7.60	21	0.15	0.921
7.70	163	0.10	0.752
7.80	34	0.13	0.861
7.90	214	0.10	0.698
8.00	54	0.14	0.929
8.10	143	0.09	0.777
8.20	43	0.14	0.842
8.30	259	0.11	0.677
8.40	31	0.16	0.929
8.50	134	0.10	0.762
8.60	66	0.12	0.847
8.70	260	0.10	0.684
8.80	53	0.15	0.919
8.90	162	0.10	0.757
9.00	36	0.11	0.840
9.10	253	0.09	0.693
9.20	59	0.15	0.903
9.30	156	0.11	0.741
9.40	72	0.13	0.863
9.50	204	0.10	0.714
9.60	40	0.10	0.887
9.70	169	0.10	0.741
9.80	46	0.11	0.880
9.90	188	0.11	0.718
10.00	29	0.15	0.883
10.10	191	0.11	0.713
10.20	59	0.17	0.895
10.30	182	0.12	0.721
10.40	33	0.18	0.915
10.50	115	0.13	0.749
10.60	72	0.21	0.887
10.70	170	0.18	0.734
10.80	37	0.23	0.935
10.90	89	0.18	0.787
11.00	29	0.23	0.860
11.10	211	0.19	0.693
11.20	42	0.27	0.936
11.30	96	0.19	0.794
11.40	37	0.27	0.829
11.50	237	0.25	0.681
11.60	32	0.34	0.937
11.70	114	0.24	0.779
11.80	48	0.32	0.833
11.90	222	0.27	0.672
