,index,kn,gn,n_bed,d_int,d_bed,rho_int,rho_bed,freq,amp,gamma,zint_i,deg_i,E_pot,zint_f,deg_f,E_pot.1,label
584,584,1493,394,199,0.0122,0.0056,791.04,1176.93,33.05,0.007970016,35.07,0.05,302,0.1391,0.0483,319,0.1541,C
585,585,1037,346,123,0.0123,0.0068,877.07,1095.35,29.82,0.006521145999999999,23.36,0.0403,223,0.1334,0.047,275,0.1344,C
586,586,1037,346,123,0.0123,0.0068,791.04,1095.35,29.82,0.006521145999999999,23.36,0.0403,223,0.1334,0.047,275,0.1344,C
587,587,1625,351,140,0.0122,0.0062,729.72,1128.92,32.23,0.007702045,32.23,0.05,228,0.1278,0.0466,258,0.1346,C
588,588,1625,351,140,0.0122,0.0062,791.04,1128.92,32.23,0.007702045,32.23,0.05,228,0.1278,0.0466,258,0.1346,C
589,589,1343,390,197,0.0145,0.0064,856.88,1186.63,36.92,0.007355578000000001,40.39,0.0431,354,0.1841,0.046,362,0.1653,C
590,590,1343,390,197,0.0145,0.0064,791.04,1186.63,36.92,0.007355578000000001,40.39,0.0431,354,0.1841,0.046,362,0.1653,C
591,591,1299,322,118,0.0138,0.0075,817.68,1011.46,47.79,0.0068931619999999996,63.42,0.0436,202,0.1538,0.0458,237,0.1761,C
592,592,1299,322,118,0.0138,0.0075,791.04,1011.46,47.79,0.0068931619999999996,63.42,0.0436,202,0.1538,0.0458,237,0.1761,C
593,593,1841,344,100,0.0133,0.0075,799.63,1044.5,20.85,0.006920809,12.12,0.0422,163,0.13699999999999998,0.0456,179,0.1156,C
594,594,1841,344,100,0.0133,0.0075,791.04,1044.5,20.85,0.006920809,12.12,0.0422,163,0.13699999999999998,0.0456,179,0.1156,C
595,595,1138,349,106,0.0137,0.0075,859.88,1165.13,10.37,0.007779268000000001,3.37,0.0469,182,0.1446,0.0454,197,0.1312,C
596,596,1138,349,106,0.0137,0.0075,791.04,1165.13,10.37,0.007779268000000001,3.37,0.0469,182,0.1446,0.0454,197,0.1312,C
597,597,1394,342,190,0.0126,0.0061,895.96,1005.36,27.18,0.007375678,21.95,0.0425,330,0.1604,0.0437,336,0.1527,C
598,598,1394,342,190,0.0126,0.0061,791.04,1005.36,27.18,0.007375678,21.95,0.0425,330,0.1604,0.0437,336,0.1527,C
599,599,1589,355,104,0.0142,0.0078,861.04,1086.91,29.96,0.01,26.45,0.0447,182,0.1532,0.043,230,0.1692,C
600,600,1496,397,152,0.0126,0.0066,730.13,1008.29,19.69,0.008304526999999999,12.97,0.0411,234,0.1548,0.0428,242,0.1584,C
601,601,1496,397,152,0.0126,0.0066,791.04,1008.29,19.69,0.008304526999999999,12.97,0.0411,234,0.1548,0.0428,242,0.1584,C
602,602,1581,377,183,0.0127,0.0062,781.27,1153.39,18.9,0.01,10.16,0.0389,293,0.1634,0.0426,310,0.1523,C
603,603,1340,359,127,0.013999999999999999,0.0076,735.48,1069.44,38.09,0.007933804000000001,46.37,0.0339,221,0.1728,0.0425,262,0.1598,C
604,604,1340,359,127,0.013999999999999999,0.0076,791.04,1069.44,38.09,0.007933804000000001,46.37,0.0339,221,0.1728,0.0425,262,0.1598,C
605,605,1686,319,152,0.0148,0.0071,859.35,1006.94,41.07,0.0064989919999999994,44.16,0.0437,286,0.1811,0.0424,320,0.1969,C
606,606,1686,319,152,0.0148,0.0071,791.04,1006.94,41.07,0.0064989919999999994,44.16,0.0437,286,0.1811,0.0424,320,0.1969,C
607,607,1136,308,193,0.0146,0.0068,802.07,1059.77,48.31,0.007333757,68.95,0.0406,354,0.1993,0.0414,404,0.1843,C
608,608,1865,393,192,0.0136,0.0065,766.91,1101.6,30.04,0.01,25.05,0.0421,280,0.1819,0.0414,308,0.1682,C
609,609,1136,308,193,0.0146,0.0068,791.04,1059.77,48.31,0.007333757,68.95,0.0406,354,0.1993,0.0414,404,0.1843,C
610,610,1035,369,137,0.0146,0.0075,794.46,1139.65,16.91,0.006936269,7.99,0.0424,268,0.174,0.0408,272,0.172,C
611,611,1035,369,137,0.0146,0.0075,791.04,1139.65,16.91,0.006936269,7.99,0.0424,268,0.174,0.0408,272,0.172,C
612,612,1921,383,189,0.0141,0.0066,810.79,1128.8,38.8,0.008163865,49.51,0.0419,275,0.1869,0.0403,333,0.215,C
613,613,1921,383,189,0.0141,0.0066,791.04,1128.8,38.8,0.008163865,49.51,0.0419,275,0.1869,0.0403,333,0.215,C
614,614,1695,344,167,0.0144,0.0073,715.36,1136.94,24.24,0.007722845,18.28,0.0324,325,0.2013,0.0387,330,0.2212,C
615,615,1695,344,167,0.0144,0.0073,791.04,1136.94,24.24,0.007722845,18.28,0.0324,325,0.2013,0.0387,330,0.2212,C
616,616,1512,367,190,0.0134,0.0064,727.91,1008.55,21.52,0.007064757,13.18,0.0405,318,0.1806,0.0386,316,0.2022,C
617,617,1512,367,190,0.0134,0.0064,791.04,1008.55,21.52,0.007064757,13.18,0.0405,318,0.1806,0.0386,316,0.2022,C
618,618,1264,374,136,0.0142,0.0073,815.2,1139.48,47.12,0.00795818,71.18,0.0416,238,0.1703,0.0383,268,0.1369,C
619,619,1264,374,136,0.0142,0.0073,791.04,1139.48,47.12,0.00795818,71.18,0.0416,238,0.1703,0.0383,268,0.1369,C
620,620,1461,395,197,0.0142,0.0068,771.57,1088.13,18.43,0.00708904,9.7,0.0375,334,0.2057,0.038,394,0.226,C
621,621,1754,374,105,0.0125,0.0075,778.92,1135.08,16.27,0.007417674,7.91,0.0388,181,0.1406,0.038,204,0.1396,C
622,622,1461,395,197,0.0142,0.0068,791.04,1088.13,18.43,0.00708904,9.7,0.0375,334,0.2057,0.038,394,0.226,C
623,623,1754,374,105,0.0125,0.0075,791.04,1135.08,16.27,0.007417674,7.91,0.0388,181,0.1406,0.038,204,0.1396,C
624,624,1345,360,129,0.0132,0.0076,819.96,1160.96,44.7,0.01,53.86,0.0335,233,0.1736,0.0369,254,0.1593,C
625,625,1300,347,163,0.0147,0.0073,704.64,1089.88,11.97,0.008125515,4.69,0.0397,313,0.1952,0.0361,355,0.2225,C
626,626,1300,347,163,0.0147,0.0073,791.04,1089.88,11.97,0.008125515,4.69,0.0397,313,0.1952,0.0361,355,0.2225,C
627,627,1479,396,196,0.0138,0.0068,790.97,1050.42,39.07,0.01,45.3,0.0354,343,0.2017,0.036000000000000004,364,0.2263,C
628,628,1896,306,188,0.0148,0.0071,765.38,1047.48,44.66,0.00694112,55.77,0.0356,371,0.2094,0.0359,411,0.1827,C
629,629,1896,306,188,0.0148,0.0071,791.04,1047.48,44.66,0.00694112,55.77,0.0356,371,0.2094,0.0359,411,0.1827,C
630,630,1381,387,190,0.0148,0.0074,826.57,1190.83,31.81,0.01,30.44,0.0323,375,0.2303,0.0336,390,0.2184,C
631,631,1065,383,127,0.0128,0.0077,877.32,1193.56,12.68,0.0076370000000000006,4.95,0.0302,222,0.1752,0.0335,267,0.1937,C
632,632,1295,344,173,0.0138,0.0074,788.39,1041.58,46.2,0.00772702,66.44,0.0332,345,0.2112,0.0316,369,0.179,C
633,633,1295,344,173,0.0138,0.0074,791.04,1041.58,46.2,0.00772702,66.44,0.0332,345,0.2112,0.0316,369,0.179,C
634,634,1980,307,197,0.015,0.0077,825.5,1076.61,13.68,0.007719996999999999,5.82,0.0301,365,0.2645,0.0282,450,0.2526,C
635,635,1980,307,197,0.015,0.0077,791.04,1076.61,13.68,0.007719996999999999,5.82,0.0301,365,0.2645,0.0282,450,0.2526,C
636,636,1640,336,127,0.0127,0.008,867.17,1146.55,40.28,0.007490811,48.96,0.0258,234,0.1856,0.0279,199,0.1646,C
637,637,1640,336,127,0.0127,0.008,791.04,1146.55,40.28,0.007490811,48.96,0.0258,234,0.1856,0.0279,199,0.1646,C
638,638,1015,390,167,0.0121,0.0075,749.18,1071.08,42.5,0.007803399999999999,56.78,0.0219,331,0.2044,0.0276,373,0.21,C
639,639,1015,390,167,0.0121,0.0075,791.04,1071.08,42.5,0.007803399999999999,56.78,0.0219,331,0.2044,0.0276,373,0.21,C
640,640,1733,304,181,0.0132,0.0072,783.72,1079.71,20.83,0.008490274,14.84,0.0316,383,0.2035,0.0275,426,0.1807,C
641,641,1733,304,181,0.0132,0.0072,791.04,1079.71,20.83,0.008490274,14.84,0.0316,383,0.2035,0.0275,426,0.1807,C
642,642,1104,334,198,0.0124,0.0069,760.85,1083.14,47.02,0.007604701,67.73,0.0268,410,0.2074,0.0271,377,0.1796,C
643,643,1104,334,198,0.0124,0.0069,791.04,1083.14,47.02,0.007604701,67.73,0.0268,410,0.2074,0.0271,377,0.1796,C
644,644,1275,351,193,0.0125,0.006999999999999999,747.85,1047.34,23.64,0.006929406,15.6,0.0245,380,0.2107,0.0269,412,0.1963,C
645,645,1275,351,193,0.0125,0.006999999999999999,791.04,1047.34,23.64,0.006929406,15.6,0.0245,380,0.2107,0.0269,412,0.1963,C
646,646,1527,386,177,0.013000000000000001,0.0075,781.75,1025.5,10.89,0.007828565,3.74,0.0603,309,0.2217,0.0259,295,0.2463,C
647,647,1527,386,177,0.013000000000000001,0.0075,791.04,1025.5,10.89,0.007828565,3.74,0.0603,309,0.2217,0.0259,295,0.2463,C
648,648,1911,347,145,0.0121,0.0077,743.79,1166.8,29.07,0.006712163,22.85,0.0219,260,0.1996,0.0232,305,0.2171,C
649,649,1911,347,145,0.0121,0.0077,791.04,1166.8,29.07,0.006712163,22.85,0.0219,260,0.1996,0.0232,305,0.2171,C
650,650,1979,365,171,0.0126,0.008,852.13,1079.2,38.96,0.008491084,51.92,0.0204,297,0.2426,0.0231,334,0.2416,C
651,651,1979,365,171,0.0126,0.008,791.04,1079.2,38.96,0.008491084,51.92,0.0204,297,0.2426,0.0231,334,0.2416,C
652,652,1235,329,141,0.0123,0.0079,829.08,1061.16,28.02,0.0073447880000000005,23.23,0.0246,284,0.1975,0.0215,304,0.1678,C
653,653,1235,329,141,0.0123,0.0079,791.04,1061.16,28.02,0.0073447880000000005,23.23,0.0246,284,0.1975,0.0215,304,0.1678,C
654,654,1123,303,149,0.0127,0.006999999999999999,777.05,1143.14,48.86,0.01,71.3,0.0366,279,0.1645,0.0358,343,0.1713,C
655,655,1903,319,120,0.0147,0.0077,702.41,1104.13,24.65,0.01,16.71,0.0432,208,0.1716,0.0429,245,0.1578,C
656,656,1995,356,170,0.0132,0.0043,862.01,1019.85,40.93,0.01,46.24,0.0345,27,0.1165,0.3379,25,0.0794,B
657,657,1829,343,145,0.0145,0.0076,759.33,1189.45,33.99,0.01,32.99,0.0365,284,0.1947,0.0396,306,0.2031,C
658,658,1482,370,183,0.0146,0.0072,824.37,1196.89,45.34,0.01,61.77,0.032,370,0.2153,0.0617,419,0.196,C
659,659,1284,344,176,0.0128,0.0073,824.26,1157.07,11.37,0.01,4.2,0.0262,347,0.2113,0.0318,410,0.2288,C
660,660,1160,390,178,0.0133,0.0063,761.71,1080.37,21.52,0.01,15.19,0.0429,314,0.1626,0.0453,347,0.1264,C
661,661,1532,323,104,0.0143,0.0051,788.16,1077.21,25.86,0.01,18.0,0.1322,130,0.0693,0.9612,141,0.0788,A
662,662,1761,366,174,0.0136,0.0079,895.73,1154.58,43.99,0.01,62.1,0.0509,332,0.2425,0.0237,375,0.2509,C
663,663,1725,346,142,0.0148,0.0047,721.74,1002.21,21.27,0.01,12.99,0.1389,131,0.0766,0.9393,138,0.096,A
664,664,1290,354,142,0.0126,0.0062,792.21,1117.46,39.34,0.01,43.96,0.0473,242,0.1279,0.0504,261,0.1147,C
665,665,1618,312,174,0.0137,0.0075,730.75,1098.18,31.13,0.01,28.17,0.0289,337,0.2182,0.0317,388,0.1859,C
666,666,1884,376,110,0.015,0.005,871.03,1122.56,41.64,0.01,46.84,0.163,112,0.071,0.163,101,0.0564,C
667,667,1973,377,113,0.0126,0.0058,834.84,1011.58,22.49,0.01,14.71,0.0742,120,0.0924,0.2176,128,0.1115,C
668,668,1882,306,194,0.0139,0.0053,787.01,1082.83,43.03,0.01,61.8,0.0682,242,0.1275,0.0758,236,0.0925,C
669,669,1025,346,186,0.0146,0.0045,719.87,1083.74,27.25,0.01,21.5,0.1158,276,0.0916,0.1184,273,0.0871,C
670,670,1202,312,158,0.0146,0.0041,864.5,1152.55,27.55,0.01,25.7,0.1678,211,0.0644,0.1822,191,0.0587,C
671,671,1811,336,112,0.0145,0.0079,867.43,1187.78,46.58,0.01,67.28,0.0405,188,0.1676,0.0439,212,0.187,C
672,672,1477,392,184,0.0146,0.0057,858.96,1033.28,41.69,0.01,55.11,0.0688,266,0.1379,0.073,248,0.1482,C
673,673,1546,309,182,0.0147,0.0067,813.04,1064.49,44.44,0.01,54.03,0.0434,351,0.1873,0.0449,399,0.1691,C
674,674,1752,326,199,0.0143,0.0041,821.51,1114.84,37.22,0.01,44.68,0.1271,137,0.0836,0.3663,85,0.0554,B
675,675,1246,380,154,0.013999999999999999,0.0056,777.4,1085.5,43.82,0.01,63.39,0.0751,244,0.1134,0.0839,250,0.0799,C
676,676,1286,396,170,0.013000000000000001,0.0051,722.61,1079.31,18.79,0.01,10.18,0.0809,215,0.10300000000000001,0.3804,259,0.11800000000000001,B
677,677,1237,364,136,0.0144,0.0058,800.88,1123.96,18.74,0.01,10.72,0.0814,232,0.1098,0.0845,255,0.0823,C
678,678,1133,304,165,0.0139,0.0041,859.5,1013.68,15.44,0.01,6.36,0.1573,185,0.0686,0.5956,199,0.0513,B
679,679,1506,335,128,0.0127,0.006,889.35,1067.06,23.28,0.01,15.34,0.0612,213,0.1119,0.1714,221,0.1341,C
680,680,1146,391,188,0.0143,0.0056,711.9,1139.69,21.87,0.01,13.6,0.066,323,0.1378,0.0713,339,0.1598,C
681,681,1699,347,179,0.0132,0.0043,813.78,1008.8,18.28,0.01,11.13,0.1152,112,0.08,0.2929,99,0.1139,C
682,682,1843,301,173,0.0127,0.0079,893.76,1118.83,21.21,0.01,11.95,0.0337,356,0.2409,0.023,411,0.2257,C
683,683,1511,393,156,0.0146,0.0044,868.75,1124.24,37.76,0.01,48.78,0.134,153,0.0763,0.5509,140,0.09,B
684,684,1571,362,123,0.0146,0.0045,834.24,1100.82,28.8,0.01,21.93,0.1692,124,0.0638,0.9509,124,0.047,A
685,685,1254,332,159,0.0131,0.0071,884.88,1143.14,32.59,0.01,35.63,0.0334,306,0.1807,0.0365,369,0.1888,C
686,686,1210,390,101,0.0143,0.0065,801.59,1074.88,29.36,0.01,27.13,0.0748,154,0.1064,0.0831,167,0.1206,C
687,687,1015,320,107,0.013000000000000001,0.005,868.64,1045.03,30.4,0.01,29.94,0.1331,171,0.0662,0.1354,195,0.0667,C
688,688,1651,388,162,0.0127,0.0058,844.35,1018.56,32.38,0.01,30.87,0.0562,214,0.1275,0.0552,221,0.1497,C
689,689,1492,391,164,0.0139,0.0057,807.98,1017.47,14.27,0.01,6.82,0.0707,233,0.1229,0.5321,246,0.1465,B
690,690,1942,316,100,0.0125,0.0059,804.84,1069.78,46.25,0.01,63.54,0.0853,134,0.0842,0.4286,154,0.0795,B
691,691,1346,395,195,0.0125,0.0054,867.34,1130.71,10.66,0.01,3.69,0.055,280,0.135,0.4071,304,0.1526,B
692,692,1219,387,180,0.0137,0.0062,819.75,1045.38,43.81,0.01,62.54,0.0443,305,0.1635,0.0453,341,0.1345,C
693,693,1647,388,125,0.0126,0.005,873.18,1109.69,40.13,0.01,51.95,0.1056,124,0.0768,0.9022,123,0.0379,A
694,694,1044,393,161,0.0133,0.0079,725.7,1135.94,28.27,0.01,24.34,0.0231,310,0.2256,0.0308,372,0.2468,C
695,695,1618,395,159,0.0144,0.0057,738.77,1054.51,25.47,0.01,17.12,0.073,197,0.1218,0.0867,215,0.1367,C
696,696,1409,313,161,0.0132,0.0042,816.31,1100.03,26.67,0.01,19.53,0.1429,128,0.0671,0.7471,176,0.0889,A
697,697,1704,346,107,0.0131,0.0061,767.62,1169.65,19.31,0.01,12.5,0.0727,175,0.0973,0.1807,158,0.083,C
698,698,1344,340,126,0.0128,0.006999999999999999,789.56,1024.26,46.02,0.01,66.1,0.04,237,0.1448,0.048,255,0.1161,C
699,699,1620,377,137,0.0147,0.0071,720.3,1156.37,45.21,0.01,68.72,0.0473,236,0.1642,0.0495,279,0.1478,C
700,700,1762,357,159,0.013000000000000001,0.0054,791.45,1099.22,38.02,0.01,46.48,0.0725,192,0.1107,0.0731,209,0.0823,C
701,701,1135,368,138,0.0128,0.0045,877.59,1034.48,21.13,0.01,13.93,0.1276,177,0.067,0.8086,179,0.0301,A
702,702,1937,393,106,0.0126,0.0049,866.63,1051.2,46.18,0.01,65.92,0.1215,103,0.0638,0.6055,93,0.08800000000000001,B
703,703,1344,383,106,0.0133,0.0053,874.88,1055.39,17.55,0.01,9.22,0.1112,142,0.07400000000000001,0.5482,145,0.0729,B
704,704,1776,383,101,0.0121,0.0072,760.62,1029.83,23.92,0.01,16.49,0.0399,150,0.1253,0.043,160,0.0967,C
705,705,1652,308,137,0.0148,0.0071,748.79,1158.59,33.61,0.01,35.11,0.0523,273,0.1596,0.0509,321,0.1418,C
706,706,1268,379,110,0.0142,0.0076,736.55,1147.56,21.99,0.01,13.65,0.0474,182,0.1517,0.0466,228,0.1627,C
707,707,1404,300,113,0.0121,0.0051,815.49,1072.01,46.42,0.01,72.13,0.1037,161,0.0733,0.2789,170,0.0392,C
708,708,1682,345,151,0.0126,0.0052,802.53,1040.19,41.05,0.01,55.85,0.0748,177,0.0987,0.1909,169,0.095,C
709,709,1703,322,168,0.0132,0.0045,743.17,1100.23,28.59,0.01,26.32,0.1097,154,0.0816,0.2245,127,0.0998,C
710,710,1453,306,183,0.0122,0.0076,870.36,1078.23,46.59,0.01,57.9,0.0407,371,0.2303,0.0223,405,0.2465,C
711,711,1917,382,164,0.0145,0.0056,843.55,1116.78,37.29,0.01,46.17,0.0737,199,0.1256,0.1806,211,0.1455,C
712,712,1546,377,128,0.0123,0.0049,743.04,1178.26,21.98,0.01,13.41,0.1152,160,0.0764,0.8420000000000001,158,0.0909,A
713,713,1306,302,172,0.0131,0.0053,775.32,1148.27,24.47,0.01,16.48,0.0738,308,0.1131,0.0736,344,0.1332,C
714,714,1807,371,126,0.0135,0.0056,831.0,1141.24,21.14,0.01,12.64,0.0828,163,0.1002,0.09,158,0.0748,C
715,715,1043,313,107,0.0126,0.0067,736.42,1126.34,18.26,0.01,9.07,0.0573,194,0.1137,0.0522,236,0.1267,C
716,716,1144,383,159,0.0123,0.0045,813.55,1140.89,35.12,0.01,38.67,0.1064,214,0.0759,0.1132,197,0.0478,C
717,717,1659,359,119,0.0144,0.0064,879.99,1136.26,39.79,0.01,48.48,0.0674,193,0.1217,0.07,199,0.1269,C
718,718,1204,355,191,0.0132,0.0068,789.71,1110.91,15.62,0.01,7.52,0.0316,395,0.1941,0.0329,400,0.1679,C
719,719,1151,386,151,0.013000000000000001,0.0054,820.03,1152.95,20.55,0.01,11.08,0.0743,243,0.107,0.0691,249,0.0962,C
720,720,1221,391,144,0.013999999999999999,0.0068,721.12,1129.8,13.5,0.01,5.27,0.0503,248,0.1528,0.0551,279,0.142,C
721,721,1218,329,126,0.0147,0.0067,808.2,1010.05,39.9,0.01,45.11,0.0601,229,0.1367,0.0685,264,0.1337,C
722,722,1195,380,107,0.0149,0.0046,854.2,1016.15,29.05,0.01,26.8,0.1762,126,0.0615,0.8722,125,0.0592,A
723,723,1049,384,150,0.0135,0.0049,817.86,1048.68,38.43,0.01,48.26,0.1015,220,0.0867,0.2264,207,0.0536,C
724,724,1298,344,160,0.013000000000000001,0.0077,807.19,1027.09,39.11,0.01,40.6,0.0235,317,0.2114,0.0296,348,0.1918,C
725,725,1474,335,193,0.0134,0.0069,756.18,1131.77,49.72,0.01,68.99,0.0306,397,0.2027,0.0319,385,0.1766,C
726,726,1997,319,132,0.013000000000000001,0.0059,782.56,1064.33,35.32,0.01,38.19,0.0668,186,0.1086,0.2892,174,0.0794,C
727,727,1206,382,144,0.0124,0.0066,751.84,1101.01,12.74,0.01,4.54,0.0404,254,0.1442,0.0412,283,0.1232,C
728,728,1142,325,124,0.0144,0.0077,776.57,1160.9,32.95,0.01,36.58,0.0409,214,0.1742,0.040999999999999995,280,0.1716,C
729,729,1221,374,129,0.0124,0.0042,742.88,1002.29,41.94,0.01,54.06,0.1583,104,0.0561,0.7265,129,0.039,A
730,730,1695,312,182,0.0143,0.0062,736.58,1082.18,12.43,0.01,4.85,0.0513,293,0.1643,0.1342,333,0.1327,C
731,731,1783,387,186,0.0122,0.0061,862.82,1165.98,29.27,0.01,23.75,0.0362,261,0.1596,0.04,263,0.1797,C
732,732,1150,371,189,0.0128,0.0044,866.65,1162.3,15.83,0.01,8.06,0.1048,240,0.085,0.4136,249,0.0507,B
733,733,1116,372,168,0.013999999999999999,0.0042,847.82,1170.93,45.1,0.01,66.95,0.1339,208,0.0723,0.1495,214,0.0711,C
734,734,1000,315,187,0.0121,0.0072,871.42,1184.76,45.27,0.01,59.87,0.0261,415,0.2079,0.0255,462,0.231,C
735,735,1164,367,137,0.0122,0.0074,753.96,1170.89,36.67,0.01,43.85,0.0286,276,0.17300000000000001,0.0294,303,0.196,C
736,736,1573,382,160,0.0135,0.0055,775.89,1012.44,18.65,0.01,9.87,0.0741,193,0.113,0.6332,205,0.1039,B
737,737,1030,342,177,0.0146,0.0063,853.15,1025.83,28.14,0.01,24.92,0.0523,338,0.1593,0.0489,394,0.1309,C
738,738,1415,380,154,0.0142,0.0071,799.66,1118.51,46.93,0.01,70.01,0.0403,265,0.1798,0.0394,299,0.1444,C
739,739,1371,372,182,0.0137,0.0072,720.38,1146.69,46.51,0.01,59.01,0.0332,342,0.2141,0.0275,414,0.1858,C
740,740,1895,397,103,0.0133,0.0077,825.29,1012.43,46.21,0.01,65.23,0.039,150,0.1483,0.0444,179,0.1283,C
741,741,1792,306,186,0.0121,0.0041,827.21,1002.9,30.49,0.01,31.7,0.0679,43,0.0873,0.3308,11,0.2353,C
742,742,1003,311,109,0.0143,0.0057,716.81,1182.75,14.63,0.01,6.18,0.1104,205,0.0848,0.2457,210,0.0559,C
743,743,1619,307,114,0.0149,0.006,845.36,1162.8,45.47,0.01,56.38,0.086,184,0.1037,0.1019,221,0.1245,C
744,744,1857,353,147,0.0132,0.0042,809.38,1010.01,42.86,0.01,51.07,0.096,19,0.0822,0.1716,28,0.0949,C
745,745,1361,384,182,0.013999999999999999,0.0075,873.24,1186.49,24.7,0.01,18.47,0.0288,372,0.2277,0.0534,395,0.2178,C
746,746,1960,368,145,0.0129,0.0076,728.75,1192.5,34.07,0.01,37.24,0.0286,274,0.1894,0.0328,281,0.2164,C
747,747,1675,351,123,0.0139,0.0041,837.47,1012.7,48.89,0.01,73.94,0.2031,54,0.0515,0.7381,52,0.0598,A
748,748,1384,375,111,0.0121,0.0048,819.38,1009.68,12.29,0.01,4.7,0.1208,122,0.064,0.5639,124,0.078,B
749,749,1436,372,170,0.0123,0.0069,876.3,1061.14,38.6,0.01,40.91,0.0254,307,0.1833,0.0332,324,0.1837,C
750,750,1908,336,130,0.0143,0.0052,833.34,1038.99,49.22,0.01,79.42,0.11599999999999999,143,0.0829,0.7972,141,0.0468,A
751,751,1654,383,149,0.0128,0.0049,827.91,1101.26,30.65,0.01,25.16,0.0969,156,0.0864,0.2497,145,0.0814,C
752,752,1346,349,178,0.0134,0.0068,852.42,1135.82,21.35,0.01,13.15,0.0354,353,0.1851,0.0374,386,0.1736,C
753,753,1028,345,125,0.0148,0.0042,717.14,1005.37,34.42,0.01,34.14,0.1915,153,0.0568,0.2178,156,0.0324,C
754,754,1593,376,108,0.013999999999999999,0.0059,864.56,1041.51,42.59,0.01,52.53,0.0913,147,0.0958,0.0986,168,0.1138,C
755,755,1393,308,127,0.0133,0.0055,801.72,1195.18,10.55,0.01,3.41,0.0878,216,0.0943,0.981,242,0.0867,A
756,756,1488,361,194,0.0127,0.0074,744.86,1033.82,47.29,0.01,67.28,0.0251,380,0.2348,0.0278,389,0.2432,C
757,757,1240,376,172,0.012,0.0058,869.66,1131.52,48.89,0.01,79.06,0.0476,285,0.1336,0.07400000000000001,321,0.1549,C
758,758,1807,318,196,0.0121,0.0062,894.08,1057.0,38.26,0.01,44.52,0.0335,309,0.1655,0.0364,317,0.1841,C
759,759,1004,381,110,0.0126,0.0072,764.69,1047.77,30.11,0.01,26.6,0.0425,182,0.1356,0.0425,223,0.1067,C
760,760,1170,396,171,0.0143,0.0072,814.11,1049.51,42.35,0.01,61.02,0.0355,317,0.1996,0.0367,351,0.2008,C
761,761,1172,394,137,0.0127,0.0047,731.06,1187.68,47.48,0.01,68.4,0.1181,195,0.0727,0.3847,182,0.0959,B
762,762,1762,382,147,0.0122,0.0064,880.08,1135.37,35.75,0.01,34.03,0.0436,227,0.1397,0.0444,249,0.1289,C
763,763,1758,341,182,0.0141,0.006,881.24,1199.53,39.38,0.01,47.5,0.0578,290,0.1509,0.0542,325,0.1727,C
764,764,1887,364,156,0.0123,0.0048,787.83,1067.61,24.37,0.01,17.53,0.0987,93,0.0843,0.7857,145,0.1081,A
765,765,1104,364,105,0.0141,0.004,727.42,1187.45,20.94,0.01,14.74,0.2127,132,0.046,0.9640000000000001,133,0.0133,A
766,766,1999,365,107,0.0122,0.0046,808.98,1131.22,42.15,0.01,48.28,0.1446,73,0.0579,0.812,88,0.0519,A
767,767,1031,369,193,0.0148,0.0042,805.08,1091.07,21.17,0.01,15.11,0.1354,232,0.081,0.7298,252,0.106,A
768,768,1788,391,111,0.0137,0.0063,875.29,1085.6,34.17,0.01,36.93,0.0678,150,0.1109,0.1904,161,0.1294,C
769,769,1906,318,173,0.013999999999999999,0.0074,708.9,1033.72,22.58,0.01,16.62,0.0587,319,0.2194,0.0306,374,0.2393,C
770,770,1195,335,180,0.0149,0.006999999999999999,700.32,1029.29,10.57,0.01,3.76,0.0387,373,0.1963,0.0449,401,0.2245,C
771,771,1523,386,158,0.013999999999999999,0.0071,780.83,1016.99,25.84,0.01,19.87,0.0376,253,0.1816,0.0414,284,0.1503,C
772,772,1346,392,154,0.0137,0.0061,713.63,1063.21,23.37,0.01,15.62,0.057999999999999996,248,0.1339,0.061,278,0.1584,C
773,773,1004,392,116,0.0136,0.0046,886.56,1119.17,48.04,0.01,66.66,0.1502,150,0.0617,0.1641,175,0.0375,C
774,774,1437,381,139,0.0131,0.0044,782.07,1199.13,18.33,0.01,11.46,0.1509,146,0.0665,0.5332,177,0.0321,B
775,775,1692,361,132,0.0145,0.0055,853.65,1110.08,48.56,0.01,72.73,0.0932,186,0.0995,0.1033,176,0.1072,C
776,776,1379,335,110,0.0126,0.0061,783.03,1034.7,31.98,0.01,33.52,0.0676,179,0.1016,0.0641,206,0.1282,C
777,777,1155,356,195,0.0123,0.0042,772.38,1194.31,12.43,0.01,4.08,0.0984,275,0.0829,0.6042,280,0.0521,B
778,778,1825,380,195,0.0143,0.0062,876.84,1163.08,43.17,0.01,54.53,0.0477,314,0.1701,0.0515,311,0.1911,C
779,779,1060,307,123,0.0143,0.0072,880.47,1194.12,47.4,0.01,68.37,0.0506,212,0.1508,0.0548,278,0.1494,C
780,780,1483,396,139,0.0121,0.0066,729.63,1076.63,11.99,0.01,3.83,0.0422,216,0.1384,0.0445,225,0.1471,C
781,781,1820,370,159,0.0136,0.0068,860.81,1009.47,22.69,0.01,14.5,0.0407,255,0.1705,0.0492,277,0.1748,C
782,782,1059,358,195,0.0149,0.0065,713.92,1180.67,41.22,0.01,57.83,0.0474,395,0.1826,0.0424,408,0.1494,C
783,783,1819,386,107,0.013999999999999999,0.0043,711.83,1032.64,31.26,0.01,32.6,0.2162,46,0.0502,0.4288,31,0.0684,B
